0,1,2,3,4,5,6,7,8
IN07,Industrials,IN0701,Construction,IN070101,Construction,IN070101001,Civil Construction,"Companies engaged in designing, construction and 
maintenance of roads, bridges, canals, dams etc. It 
also include companies engaged into Engineering, 
procurement and construction (EPC) projects.  It 
excludes companies engaged in construction of 
residential and commercial buildings which are 
classified as 'Realty' under 'Consumer 
Discretionary'.   Includes investment trusts where 
underlying is 'Civil Construction'"
IN07,Industrials,IN0702,Capital Goods,IN070201,Aerospace & Defense,IN070201001,Aerospace & Defense,"Manufacturers of civil and military aerospace and 
equipments, defense equipments, defense 
electronics and products thereof"
IN07,Industrials,IN0702,Capital Goods,IN070202,"Agricultural, Commercial 
& Construction Vehicles",IN070202001,Tractors,Manufacturers of tractors and other farm vehicles
IN07,Industrials,IN0702,Capital Goods,IN070202,"Agricultural, Commercial 
& Construction Vehicles",IN070202002,Commercial Vehicles,"Manufacturers of commercial vehicles as trucks, 
dumpers etc."
IN07,Industrials,IN0702,Capital Goods,IN070202,"Agricultural, Commercial 
& Construction Vehicles",IN070202003,Construction Vehicles,"Manufacturers of construction vehicles like cranes, 
bulldozers etc."
IN07,Industrials,IN0702,Capital Goods,IN070202,"Agricultural, Commercial 
& Construction Vehicles",IN070202004,"Dealers-Commercial 
Vehicles, Tractors, 
Construction Vehicles","Trading and distribution of either of commercial 
vehicles, tractors, construction vehicles and 
ancillary equipment"
IN07,Industrials,IN0702,Capital Goods,IN070203,Electrical Equipment,IN070203001,"Heavy Electrical 
Equipment","Manufacturers and distributors of power generating 
equipment and other heavy electrical equipment 
such as power turbines, transmission towers, heavy 
electrical machinery"
IN07,Industrials,IN0702,Capital Goods,IN070203,Electrical Equipment,IN070203002,Other Electrical Equipment Manufactures and distributors of electrical,"components or equipment not classified under 
Heavy Electrical Equipment"
IN07,Industrials,IN0702,Capital Goods,IN070204,Industrial Manufacturing,IN070204005,Railway Wagons,Manufacturers of railway wagons and EMU coaches
IN07,Industrials,IN0702,Capital Goods,IN070204,Industrial Manufacturing,IN070204006,"Ship Building & Allied 
Services","Companies engaged in ship building and providing 
allied services"
IN07,Industrials,IN0702,Capital Goods,IN070204,Industrial Manufacturing,IN070204008,Industrial Products,"Manufacturers & distributor of industrial electronics 
like CC TV surveillance system, access control 
system, fire alarm system, multi-apartment video 
door phones, video door phones, intruder alarm 
system, fingerprint locks, and remote managed 
services etc. It include manufacturers & distributor 
of industrial equipment, elevators, escalators etc.  It 
also include manufacturers & distributors of 
engineering and construction related products, 
industrial equipments, machinery & other industrial 
products"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205003,Cables - Electricals,"Manufacturers and distributors of electrical cables/ 
wires. Excludes telecom cables which are classified 
as 'Telecom - Equipment & Accessories' under 
'Telecommunication'"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205004,Castings & Forgings,"Manufacturers and distributors of castings and 
forgings. Excludes companies generating majority 
revenue from automobile segment and they are 
classified as 'Auto Components & Equipments' 
classified under 'Consumer Discretionary'"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205008,Packaging,"Manufacturers and distributors of packaging 
materials such as cardboard, bags, boxes, cans, 
drums, bottles and jars and glass"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205009,Plastic Products - Industrial Manufacturers and distributors of industrial plastic,products such as plastic pipes etc.
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205011,Rubber,"Manufacturers and distributors of rubber and 
rubber products. Excludes companies classified as 
'Tyres & Rubber Products' under 'Consumer 
Discretionary'"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205012,Other Industrial Products,"Manufacturers and distributors of other industrial 
products not classified elsewhere"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205013,Glass - Industrial,"Manufacturers and distributors of industrial glasses. 
It excludes consumer glass classified under 
'Consumer Discretionary'"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205014,"Aluminium, Copper & Zinc 
Products","Manufacturers and distributors of aluminium, 
copper and zinc products"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205015,Iron & Steel Products,"Manufacturers and distributors of iron and steel 
products"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205016,Abrasives & Bearings,"Manufacturers and distributors of abrasives and 
bearings. Excludes bearings used for automobiles 
which are classified as 'Auto Components & 
Equipments' under Consumer Discretionary"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205017,"Compressors, Pumps & 
Diesel Engines","Manufacturers and distributors of compressors, 
diesel engines. Excludes engines used for 
automobiles which are classified as 'Auto 
Components & Equipments' under Consumer 
Discretionary"
IN07,Industrials,IN0702,Capital Goods,IN070205,Industrial Products,IN070205018,Electrodes & Refractories,"Manufacturers and distributors of electrodes and 
refractories"
IN08,Information Technology IN0801,,"Information 
Technology",IN080101,IT - Software,IN080101001,"Computers - Software & 
Consulting","Companies engaged in software development, IT 
consulting and data analytics"
IN08,Information Technology IN0801,,"Information 
Technology",IN080101,IT - Software,IN080101002,Software Products,"Companies engaged in development of software 
products that can be commonly used by individuals 
and corporates"
IN08,Information Technology IN0801,,"Information 
Technology",IN080102,IT - Services,IN080102001,IT Enabled Services,"Companies engaged in providing services for 
business automation through provision of IT 
infrastructure."
IN08,Information Technology IN0801,,"Information 
Technology",IN080103,IT - Hardware,IN080103001,"Computers Hardware & 
Equipments","Manufactures and distributors of computer 
hardware and equipments such as personal 
computers, laptops, servers, motherboards, 
networking equipments, printers, photo copiers etc."
IN09,Services,IN0901,Services,IN090101,Engineering Services,IN090101001,Dredging,Companies providing dredging and related services
IN09,Services,IN0901,Services,IN090102,Transport Services,IN090102001,Airline,Owners and operators of commercial airlines
IN09,Services,IN0901,Services,IN090102,Transport Services,IN090102002,Logistics Solution Provider,"Companies providing logistic services, courier, 
movers & packers etc."
IN09,Services,IN0901,Services,IN090102,Transport Services,IN090102003,Railways,"Companies providing passenger or cargo 
transportation through railways"
IN09,Services,IN0901,Services,IN090102,Transport Services,IN090102004,Road Transport,"Companies providing passenger or cargo 
transportation through roads"
IN09,Services,IN0901,Services,IN090102,Transport Services,IN090102005,Shipping,"Companies providing passenger or cargo 
transportation through marine (shipping)"
IN09,Services,IN0901,Services,IN090102,Transport Services,IN090102006,Transport Related Services Other transport related service not covered,elsewhere
IN09,Services,IN0901,Services,IN090103,Transport Infrastructure,IN090103001,Airport & Airport services,"Owners and operators of airports and companies 
providing airport related services"
IN09,Services,IN0901,Services,IN090103,Transport Infrastructure,IN090103002,Port & Port services,"Owners and operators of marine ports and related 
services like marine engineering services"
IN09,Services,IN0901,Services,IN090103,Transport Infrastructure,IN090103004,"Road Assets–Toll, Annuity, 
Hybrid-Annuity","Operators of bridge, highway, toll bridges etc. Does 
not include companies engaged into construction of 
road, bridges and highways which are classified as 
'Civil Construction' under 'Manufacturing'"
IN09,Services,IN0901,Services,IN090104,"Commercial Services & 
Supplies",IN090104001,Trading & Distributors,"Companies engaged in trading and distribution of 
goods not covered elsewhere"
IN09,Services,IN0901,Services,IN090104,"Commercial Services & 
Supplies",IN090104002,Consulting Services,Companies engaged in providing consulting services
IN09,Services,IN0901,Services,IN090104,"Commercial Services & 
Supplies",IN090104003,Data Processing Services,"Companies engaged in providing commercial 
electronic data processing services"
IN09,Services,IN0901,Services,IN090104,"Commercial Services & 
Supplies",IN090104004,"Diversified Commercial 
Services","Companies providing commercial and consumer 
services not classified elsewhere. Includes, 
employment and related services, environmental 
services and pollution control services, other 
security services, renting and leasing services, trade 
and commission agent services etc."
IN09,Services,IN0901,Services,IN090104,"Commercial Services & 
Supplies",IN090104005,"Business Process 
Outsourcing (BPO)/ 
Knowledge Process 
Outsourcing (KPO)","Companies engaged in providing Business Process 
Outsourcing (BPO)/ Knowledge Process Outsourcing 
(KPO) services"
IN09,Services,IN0901,Services,IN090105,Public Services,IN090105001,Urban Local Bodies,"Local bodies that administer or govern a city or a 
town"
IN09,Services,IN0901,Services,IN090105,Public Services,IN090105002,Development Authority,Development authority of a city/ region
IN10,Telecommunication,IN1001,Telecommunication,IN100101,Telecom - Services,IN100101001,"Telecom - Cellular & Fixed 
line services","Companies providing fixed line and cellular telecom 
services"
IN10,Telecommunication,IN1001,Telecommunication,IN100101,Telecom - Services,IN100101002,Telecom - Infrastructure,"Companies engaged into provision of telecom 
instruments and telecom related infrastructure 
services."
IN10,Telecommunication,IN1001,Telecommunication,IN100101,Telecom - Services,IN100101003,Other Telecom Services,"Companies engaged into provision of broad band 
internet service and other telecom related services 
not covered elsewhere"
IN10,Telecommunication,IN1001,Telecommunication,IN100102,"Telecom -  Equipment & 
Accessories",IN100102001,"Telecom -  Equipment & 
Accessories","Manufacturers and distributors of telecom 
equipments, cables and other accessories.  Includes 
investment trusts where underlying is telecom 
equipment such as telephone instruments"
IN11,Utilities,IN1101,Power,IN110101,Power,IN110101004,Power Generation,"Companies engaged in the production of renewable 
and non-renewable power. Includes 
investment trusts where underlying is power 
generation"
IN11,Utilities,IN1101,Power,IN110101,Power,IN110101005,Integrated Power Utilities,"Companies / investment trusts with its presence 
across multiple segments such as power generation, 
transmission and distribution"
IN11,Utilities,IN1101,Power,IN110101,Power,IN110101002,Power Trading,Companies engaged into trading of electricity
IN11,Utilities,IN1101,Power,IN110101,Power,IN110101003,Power - Transmission,"Companies engaged into transmission of electricity. 
Includes investment trusts where underlying is 
power transmission"
IN11,Utilities,IN1101,Power,IN110101,Power,IN110101006,Power Distribution,"Companies engaged in the distribution of power. 
Includes investment trusts where underlying is 
power distribution"
IN11,Utilities,IN1102,Utilities,IN110201,Other Utilities,IN110201001,"Water Supply & 
Management","Companies engaged into water supply and 
management"
IN11,Utilities,IN1102,Utilities,IN110201,Other Utilities,IN110201002,Waste Management,Companies engaged into waste management
IN11,Utilities,IN1102,Utilities,IN110201,Other Utilities,IN110201003,Emergency Services,"Companies engaged into providing emergency 
services like fire brigade, flood management etc."
IN11,Utilities,IN1102,Utilities,IN110201,Other Utilities,IN110201004,Multi Utilities,Companies providing multiple lines of utilities
IN11,Utilities,IN1102,Utilities,IN110201,Other Utilities,IN110201005,Other Utilities,"Companies providing utilities not covered 
elsewhere"
IN12,Diversified,IN1201,Diversified,IN120101,Diversified,IN120101001,Diversified,"Companies engaged into multiple business 
segment, where no single business segment 
contributes more than 50% of companies' total 
revenue and two or more segments each 
contributes at least 20% of total revenue"
